PDF Link,Document Title,Interactive vs Reactive,History,Mapping Strategy,Emotional Model,N,Emotion Critical ,Purpose,Project Stage,What Robot,Abstract,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,ISSN,ISBNs,DOI,Funding Information,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=956078,Experiences with an autonomous robot attending AAAI,Rule-based - Computational Model,N,Non-emotion stimuli to emotion output,Continuous Custom,4,Component,General Interaction,Implemented and Evaluated,Lolitta Hall,"Integrated intelligence experiments provide new opportunities for autonomous systems to assist humans in real-life situations. Using artificial emotions and human-robot communication, the authors designed an autonomous robot to attend AAAI. The robot must register itself at the conference as a student volunteer, perform various tasks, and give a presentation on its experiences at the conference. The authors report their experiences.",F. Michaud; J. Audet; D. Letourneau; L. Lussier; C. Theberge-Turmel; S. Caron,"Sherbrooke Univ., Que., Canada; NA; NA; NA; NA; NA",IEEE Intelligent Systems,,2001,16,5,23,29,,,,,,Robot kinematics;Robot sensing systems;Intelligent robots;Mobile robots;Robot control;Humans;Artificial intelligence;Laboratories;Intelligent systems;Software design,mobile robots;planning (artificial intelligence);robot vision;user interfaces,integrated intelligence experiments;autonomous systems;artificial emotions;human-robot communication;autonomous robot;student volunteer;AAAI Mobile Robot Challenge,,8,13,,,,,IEEE,IEEE Magazines,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7745227,Expressive touch: Control of robot emotional expression by touch,Factor table,N,User Emotion to emotion output,Custom Discrete,4,Core,General Interaction,Prototype,iCub,"In this paper, we present a work on control of robot emotional expression using touch sensing. A tactile Bayesian framework is proposed for recognition of different types of touch gestures. We include a sequential analysis method that, based on the accumulation of evidence from tactile interaction, allows to achieve accurate results for recognition of touch. Input data to our method is obtained from touch sensing, which is an important modality for social robotics. Here, emotion in the robot platform are represented by facial expressions, that are handled by a developed control architecture. We validate our method with experiments on tactile interaction in simulated and real robot environments. Results demonstrate that our proposed method is suitable and accurate for control of robot emotions through interaction with humans using touch sensing. Furthermore, it is demonstrated the potential that touch provides as a non-verbal communication channel for the development of social robots capable to interact with humans.",U. Martinez-Hernandez; T. J. Prescott,"Sheffield Robotics Laboratory, The University of Sheffield, U.K.; Sheffield Robotics Laboratory, The University of Sheffield, U.K.",2016 25th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),,2016,,,974,979,,,,,,Robot sensing systems;Humanoid robots;Skin;Probabilistic logic;Bayes methods,Bayes methods;face recognition;gesture recognition;haptic interfaces;humanoid robots;human-robot interaction,social robot development;nonverbal communication channel;tactile interaction;facial expressions;social robotics;sequential analysis method;touch gestures;tactile Bayesian framework;touch sensing;robot emotional expression control;expressive touch,,7,25,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7379177,Facial Expression of Social Interaction Based on Emotional Motivation of Animal Robot,Rule-based Biology Model,N,Human and external to emotion output and internal process,Binary,2,Component,General interaction,Prototype,Digital,"This paper aims to develop the research based on a pet robot and its artificial consciousness. We propose the animal behavior and emotion using the artificial neurotransmitter and motivation. This research still implements the communication between human and a pet robot respecting to a social cognitive and interaction. Thus, the development of cross-creature communication is crucial for friendly companionship. This system focuses on three points. The first that is the organization of the behavior and emotion model regarding the phylogenesis. The second is the method of the robot that can have empathy with user expression. The third is how the robot can socially perform its expression to human for encouragement or being delighted based on its own emotion and the human expression. This paper eventually presents the performance and the experiment that the robot using cross-perception and cross-expression between animal robot and social interaction of human communication based on the consciousness based architecture (CBA).",S. Chumkamon; K. Masato; E. Hayashi,"Grad. Sch. of Comput. Sci. & Syst. Eng., Kyushu Inst. of Technol., Iizuka, Japan; Grad. Sch. of Comput. Sci. & Syst. Eng., Kyushu Inst. of Technol., Iizuka, Japan; Grad. Sch. of Comput. Sci. & Syst. Eng., Kyushu Inst. of Technol., Iizuka, Japan","2015 IEEE International Conference on Systems, Man, and Cybernetics",,2015,,,185,190,,,,,Social Robot;Human-Robot Interactio;CBA;Facial Expression Recognition,Animals;Neurotransmitters;Face;Shape;Mathematical model;Manipulators,face recognition;human-robot interaction;robot vision,facial expression recognition;social interaction;emotional motivation;animal robot;pet robot;artificial consciousness;animal behavior;artificial neurotransmitter;social cognitive;cross-creature communication development;phylogenesis;user expression;human expression;human communication;cross-perception;cross-expression,,1,16,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1347464,Facial expressive robotic head system for human-robot communication and its application in home environment,Rule-based - Computational Model,N,Human and external to emotion output and internal process,Custom Continuous,2,Component,General interaction,Prototype,Digital,"This paper describes a robotic-head system as a multimodal communication device for human-robot interaction, and the system's potential application in home environments. Most robotic systems for natural user interaction have facial expressions, since facial expressiveness is regarded as a key component to developing personal attachment along with prosodic expressiveness. In the first part of the paper is the description of our robotic head system Character Robot Face (CRF). A deformation approach and a parametric normalization scheme are proposed to produce facial expressions of nonhuman face models with high recognition rates. In the second half of the paper, CRF is endowed with artificial emotions and assigned tasks conceivable in home environments. A coordination mechanism between the robot's mood (an activated emotion) and its task is proposed so that the robot can, by referring to the emotion-task history, select a task depending on its current mood if there is no explicit task command from the user. When the robot performs a task, a particular emotion value gets boosted according to the same emotion-task history so that the emotion is more likely to be activated.",T. Fukuda; Myung-Jin Jung; M. Nakashima; F. Arai; Y. Hasegawa,"Dept. of Micro Syst. Eng., Nagoya Univ., Japan; NA; NA; NA; NA",Proceedings of the IEEE,,2004,92,11,1851,1865,,,,,,Robot kinematics;Intelligent robots;Systems engineering and theory;Human robot interaction;Mood;History;Intelligent agent;Deformable models;Face recognition;Software agents,man-machine systems;face recognition;robots;matrix algebra,facial expressive robotic head system;human-robot communication;home environment;multimodal communication device;natural user interaction;character robot face;deformation;parametric normalization scheme;artificial emotions;emotion task history;matrix algebra,,18,40,,,,,IEEE,IEEE Journals,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=633250,Facial interaction between animated 3D face robot and human beings,Factor table,N,User Emotion to emotion output,Eckman,6,Core,General interaction,Prototype,Robot Face,"We study the realization of a realistic human-like response of an animated 3D face robot in communicative interaction with human beings. The face robot can produce human-like facial expressions and recognize human facial expressions using facial image data obtained by a CCD camera mounted inside the left eyeball. We developed the real time machine recognition of facial expressions by using a layered neural network and achieved a high correct recognition ratio of 85% with respect to 6 typical facial expressions of 15 subjects in 55 ms. We also developed a new small-size actuator for display of facial expressions on the face robot, giving the same speed in dynamic facial expressions as in human even in the case of a high-speed expression of ""surprise"". For facial interactive communication between the face robot and human beings, we integrated these two technologies to produce the facial expression in respond to the recognition result of the human facial expression in real time. This implies a high technological potential for the animated face robot to undertake interactive communication with human when an artificial emotion being implemented.",H. Kobayashi; F. Hara,"Dept. of Comput. Sci., Zurich Univ., Switzerland; NA","1997 IEEE International Conference on Systems, Man, and Cybernetics. Computational Cybernetics and Simulation",,1997,4,,3732,3737 vol.4,,,,,,Facial animation;Human robot interaction;Face recognition;Humanoid robots;Image recognition;Charge coupled devices;Robot vision systems;Charge-coupled image sensors;Cameras;Neural networks,robots;face recognition;robot vision;interactive systems;real-time systems;feedforward neural nets;actuators,facial interaction;3D face robot;animation;facial expression recognition;CCD camera;multilayer neural network;actuator;real time systems;interactive communication,,39,14,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7237708,Feasibility study of a novel rehabilitation training system for upper limb based on emotional control,Factor table ,N,User Emotion to Internal Process,Custom Discrete,4,Core,Performance,Prototype,Digital,"This paper introduces a new way to help people who lose motor function regain their abilities of activities of daily living (ADL). As is proved, repeated training can help the paralytics rebuild the strength of muscles, while active participation of the patients will improve the outcome of rehabilitation than them barely assisted by robots. Brain-computer interface (BCI) technology brings paralytics a new way to join in the training process actively. The novel idea of our study is to treat the robot as a co-worker and the paralytic interacts in the training process with emotional states based on his satisfaction level of the robot's work. This system consists of two main parts: the robot and BCI. The robot can work in three different modes in training process. This paper focuses on the feasibility study of emotional control of the robot. Experiments were conducted with a healthy male subject. Brain signals of the subject were extracted by an electroencephalogram (EEG) headset. Four different mental states were detected and interpreted into control commands to start the robot, stop the robot, maintain training mode and switch training mode. Raw EEG data were recorded for off-line analysis. Powers of four frequency bands of EEG signals were analyzed to find their relationship with different emotional states. Experimental results proved the feasibility of our system and shown that it's much easier to control the training process with the collaborating of the semi-autonomous robot. We also found that different EEG frequency bands carry important messages about different emotions, which may provide references for further study of emotional control.",S. Guo; X. Zhao; W. Wei; J. Guo; F. Zhao; Y. Hu,"Tianjin Key Laboratory for Control, Theory and Applications in Complicated Systems, Tianjin University of Technology, 391 Binshui Xidao, Xiqing District Tianjin 300384, China; Tianjin Key Laboratory for Control, Theory and Applications in Complicated Systems, Tianjin University of Technology, 391 Binshui Xidao, Xiqing District Tianjin 300384, China; College of Physics, Optoelectronics and Energy, Soochow University, 1, Shizi Street, Suzhou 215006, Jiangsu, China; Tianjin Key Laboratory for Control, Theory and Applications in Complicated Systems, Tianjin University of Technology, 391 Binshui Xidao, Xiqing District Tianjin 300384, China; Tianjin Key Laboratory for Control, Theory and Applications in Complicated Systems, Tianjin University of Technology, 391 Binshui Xidao, Xiqing District Tianjin 300384, China; Tianjin Key Laboratory for Control, Theory and Applications in Complicated Systems, Tianjin University of Technology, 391 Binshui Xidao, Xiqing District Tianjin 300384, China",2015 IEEE International Conference on Mechatronics and Automation (ICMA),,2015,,,1507,1512,,,,,Brain-Computer Interface;Emotional States;Upper Limb Exoskeleton Rehabilitation Device;Rehabilitation Training,Training;Robots;Electroencephalography;Exoskeletons;Headphones;Medical treatment;Software,brain-computer interfaces;electroencephalography;medical robotics;patient rehabilitation,rehabilitation training system;upper limb;emotional control;motor function;activities of daily living;ADL;repeated training;active patients participation;brain-computer interface technology;BC!;training process;emotional states;healthy male subject;brain signals;electroencephalogram headset;EEG;emotional states;semiautonomous robot;EEG frequency bands,,4,22,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1291666,Function meets style: insights from emotion theory applied to HRI,Rule-based Computational Model,Y,Human and external to emotion output ,Eckman,6,Component,General Interaction,Prototype,Kismet,"As robot designers, we tend to emphasize the cognitive aspect of intelligence when designing robot architectures while viewing the affective aspect with skepticism. However, scientific studies continue to reveal the deeply intertwined and complementary roles that cognition and emotion play in intelligent decision-making, planning, learning, attention, communication, social interaction, memory, and more. Such findings provide valuable insights and lessons for the design of autonomous robots that must operate in complex and uncertain environments and perform in cooperation with people. This paper presents a concrete implementation of how these insights have guided our work, focusing on the design of sociable autonomous robots that interact with people as capable partners.",C. Breazeal,"Massachusetts Inst. of Technol., Cambridge, MA, USA","IEEE Transactions on Systems, Man, and Cybernetics, Part C (Applications and Reviews)",,2004,34,2,187,194,,,,,,Cognitive robotics;Intelligent robots;Cognition;Human robot interaction;Humanoid robots;Concrete;Animals;Face;Muscles;Information processing,robots;planning (artificial intelligence);cognitive systems;emotion recognition;decision making;human computer interaction;learning (artificial intelligence),cognition;autonomous robot design;intelligent decision making;planning;learning;attention;communication;social interaction;memory;uncertain environments;complex environments;autonomous robots;human-robot interaction;humanoid robot;emotion theory;social robot,,87,23,,,,,IEEE,IEEE Journals,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6704075,Fuzzy based emotion generation mechanism for an emoticon robot,Fuzzy Rule Base,N,Human and external to emotion output,Eckman,6,Core,General Interaction,Implemented and Evaluated,Custom Robot,"This paper discusses the architecture in which the emotion of a robot is designed and generated. The proposed architecture integrates long term affective characteristic and short term interactive changes into the emotion generation mechanism of a robot. Emotion of a robot is generated by a fuzzy logic from three inputs: the robot's personality, the ambient environment and the interaction with human. The virtual personality of this robot is expressed via an LED-face using emoticon facial expressions. The robots with different type of personalities were tested in various environments. Test subjects can identify different robot's personality from the interaction.",N. Daosodsai; T. Maneewarn,"Institute of Field Robotics (FIBO), King Mongkut's University of Technology Thonburi 126 Pracha-u-thit, Tungkru, Bangmod, Bangkok, Thailand; Institute of Field Robotics (FIBO), King Mongkut's University of Technology Thonburi 126 Pracha-u-thit, Tungkru, Bangmod, Bangkok, Thailand","2013 13th International Conference on Control, Automation and Systems (ICCAS 2013)",,2013,,,1073,1078,,,,,Architecture;Emotion of a robot;Affective characteristics;LED-face,Robot sensing systems;Microcontrollers,ambient intelligence;fuzzy control;human-robot interaction;intelligent robots;service robots,emoticon robot;fuzzy based emotion generation mechanism;fuzzy logic;ambient environment;human-robot interaction;emoticon facial expressions,,5,14,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6783849,Fuzzy Controlled PAD Emotional State of a NAO Robot,Fuzzy Rule Base,Y,User Emotion to emotion output,Continuous Custom,3D,Core,General Interaction,Prototype,NAO,"Various Emotion Models (e.g. Circumplex Model [1], Vector Model [2], PANA (Positive Activation - Negative Activation) Model [3], PAD (Pleasure Arousal Dominance) Model [4], etc...) can be used to represent the different emotional states of a robot. In this paper we chose to use a PAD Emotional Space [5] to simulate the emotional state of a NAO Robot (NAO is the name of a humanoid robot developed and commercialized by Aldebaran Robotics). But one difficulty is to write an algorithm that makes evolve the emotional state according to external and internal stimuli. Simulating a coherent Emotional State over the time is a real challenge for designing a virtual personality. As human emotions are fuzzy by nature, many researchers explored using Fuzzy State Machine [6], [7] or Fuzzy Logic [8], [9], [10], [11], [12] to control the emotions of a virtual character or robot. Following the same approach, in this paper we propose to use a Fuzzy Control System [13] to control the emotional state of a NAO robot by injecting attractors in his PAD Emotional Space. Fuzzy Control Systems are usually good controller of uncertainty and easy to write thanks to their syntax close to the human language. The result of our experiments showed that the evolution of the Emotional State of our NAO robot was smooth and coherent with the situation met when interacting with humans. Moreover with different set of rules it becomes easy to switch the personality of the robot (meaning the robot can react differently to the same stimuli according to the different set of rules used).",A. Nanty; R. Gelin,"A-Lab., Aldebaran Robot., Shanghai, China; A-Lab., Aldebaran Robot., Paris, France",2013 Conference on Technologies and Applications of Artificial Intelligence,,2013,,,90,96,,,,,emotion;robot;NAO;PAD;Fuzzy Control System;emotion controller,Robots;Fuzzy control;Aerospace electronics;Input variables;Merging;Speech;Writing,finite state machines;fuzzy control;humanoid robots,fuzzy controlled PAD emotional state;NAO robot;humanoid robot;Aldebaran Robotics;virtual personality;human emotions;fuzzy state machine;fuzzy logic;fuzzy control system;emotional state evolution,,7,16,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1244500,"Fuzzy perception, emotion and expression for interactive robots",Fuzzy Rule Base,N,User Emotion to emotion output,Eckman,6,Core,General Interaction,Prototype,Aryan,"Future robots need transparent interface that regular people can interpret, such as an emotional human-like face. Moreover, such robots must exhibit behaviors that are perceived believable and life-like. In this work we propose the use of fuzzy logic for effectively constructing the whole behavior system of these robots. This not only simplifies the design tasks, but also enriches human-robot interaction. The latter claim is justified by effortlessly generating intermediate and blend of emotions from a few basic emotions. Additionally, fuzzy motor commands yield smooth life-like motions and therefore improve believability.",H. Mobahi; S. Ansari,"Dept. of Electr. & Comput. Eng., Tehran Univ., Iran; NA","SMC'03 Conference Proceedings. 2003 IEEE International Conference on Systems, Man and Cybernetics. Conference Theme - System Security and Assurance (Cat. No.03CH37483)",,2003,4,,3918,3923 vol.4,,,,,,Human robot interaction;Face;Humanoid robots;Logic;Intelligent robots;Artificial intelligence;Intelligent agent;Programming profession;Speech recognition;Feedback,fuzzy logic;human computer interaction;intelligent robots,fuzzy perception;interactive robots emotion;interactive robots expression;emotional human-like face;fuzzy logic;human-robot interaction;fuzzy motor commands;life-like motions,,3,31,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=781800,Fuzzy rule expression for emotional generation model based on subsumption architecture,Fuzzy Rule Base,N,Non-emotion stimuli to emotion output ,Custom Discrete,3,Core,General Interaction,Prototype,Khepera,"The purpose of our research is to attempt to represent emotions which are difficult to express into a robot as compared with the logical knowledge. The emotional simulator for an autonomous mobile robot which is able to express various emotions based on three basic emotional vectors, described only with simplified fuzzy rules, was developed in this research. We represented the emotional auto-generation model with Subsumption Architecture (SSA). We also report the result of experiments performed with a miniature robot for the purpose of confirming the efficiency of this simulator.",Y. Maeda,"Osaka Electro-Commun. Univ., Neyagawa, Japan",18th International Conference of the North American Fuzzy Information Processing Society - NAFIPS (Cat. No.99TH8397),,1999,,,781,785,,,,,,Robot kinematics;Mobile robots;Humans;Robotics and automation;Intelligent robots;Fuzzy logic;Computer architecture;Computational modeling;Robot sensing systems;Intelligent sensors,mobile robots;man-machine systems;fuzzy set theory;fuzzy logic;knowledge based systems;psychology,fuzzy rule expression;emotional generation model;subsumption architecture;logical knowledge;emotional simulator;autonomous mobile robot;basic emotional vectors;simplified fuzzy rules;emotional auto-generation model;miniature robot,,5,8,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6393419,Giving robots a flexible persona: The five factor model of artificial personality in action,Rule-based Computational Model,N,User Emotion to emotion output,Custom Discrete,5,Component,General Interaction,Implemented and Evaluated,Modroid,"A computational framework for artificial personality in cognitive robots is introduced. While every robot has some form of personality, the framework reported here is flexible and enables the exploration of different behaviors on the same robotic platform. The framework described here maintains a probabilistic representation of an internal state that includes emotion, motivation, sensing, and previous action. The next action is computed by using a massive number of rules implemented using Bayes Rule. This flexible Bayesian representation of personality allows the robots personality to be designed by a personality generator algorithm. The authors present results in a real robot and compare the behavior of robots with differing personalities.",K. Sohn; S. Krishnamoorthy; O. Paul; M. A. Lewis,"Department of Mechanical Engineering and Mechanics, Drexel University, Philadelphia 19104, USA; Department of Electrical and Computer Engineering, University of Arizona, Tucson 85721, USA; Department of Mechanical Engineering and Mechanics, Drexel University, Philadelphia 19104, USA; Department of Electrical and Computer Engineering, University of Arizona, Tucson 85721, USA","2012 12th International Conference on Control, Automation and Systems",,2012,,,133,139,,,,,Artificial Personality;Big Five;Cognitive Robotics,Robot sensing systems;Generators;Humans;Bayesian methods;Loading;Engines,artificial intelligence;Bayes methods;robots,flexible persona;five factor model;artificial personality;computational framework;cognitive robots;robotic platform;probabilistic representation;internal state;emotion;motivation;sensing;Bayes rule;flexible Bayesian representation;robot personality;personality generator algorithm,,,16,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4579234,Giving robots some feelings towards interaction with humans in ubiquitous environment,Fuzzy Rule Base,N,Non-emotion stimuli to emotion output,Custom Discrete,3,Core,General Interaction,Prototype,Custom Robot,"There were many successful milestones that researchers had passed achieving dasiahumanoid robotspsila, that are little closer to humans but not at whole. Although, the expectation level of the intelligence of these new systems is still unknown, it can be fairly assumed that reaching a goal at least up to an intelligence level of a human baby, may be a big success. In order to be more close to the human, it is necessary to analyze the behavioral patterns of humans in order to apply them for the AI machines. Humans being emotional creatures have feelings on their own as well as many towards the others. These emotions get into effect in all the dealings they performed. Some of the topics that this research project discusses are, is there anything these feelings can do to improve robots, will there be any change to robot by having them, etc. In this research work authors are analyzing some dasiaface emotionspsila based on dasiapersonal spacepsila to enhance the human-robot interactions in ubiquitous environments.",J. C. Balasuriya; K. Watanabe; A. Pallegedara,"Department of Advanced Systems Control Engineering, Saga University, Japan; Department of Advanced Systems Control Engineering, Saga University, Japan; Millennium Information Technologies (MIT) Pvt. Ltd., Sri Lanka",2007 International Conference on Industrial and Information Systems,,2007,,,529,534,,,,,,Human robot interaction;Mobile robots;Orbital robotics;Service robots;Pattern analysis;Intelligent robots;Navigation;Electrical equipment industry;Industrial control;Information systems,control engineering computing;humanoid robots;man-machine systems;ubiquitous computing,human-robot interaction;ubiquitous environment;humanoid robot;behavioral pattern;AI machines;face emotions;personal space,,2,19,,,,,IEEE,IEEE Conferences,,
,Group-based Emotions in Teams of Humans and Robots,Rule-based Computational Model,N,User Emotion to emotion output,Custom Discrete,4,Core,General Interaction,Implemented and Evaluated,EMYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8744094,How Recognition of Human Facial Expression can be incoporated in Robot Control,Factor table (one to one),N,User Emotion to Internal Process,Custom Discrete,5,Core,General Interaction,Prototype,Bubble Robot,"An amusement robot which can recognize and respond to human facial expressions is proposed. Human facial recognition being integrated into the control systems of robots is necessary in order to improve their entertainment value. Generally, the entertainment value and the success of the events which use such robots are evaluated by the number of attendees, the return rate of customers, the result of questionnaires, and so on. However, it takes a long time to gather and evaluate the data to improve such robots and events. We are proposing a new technology which uses a camera to read and respond to human facial expressions. This new technology can be used together with the traditional methods to provide better design technology for the entertainment industries. As the preliminary research, a portable bubble ejection robot was fabricated. The robot produces soap bubbles like a fountain. The ejected soap bubbles are illuminated by LEDs. The direction of the ejection nozzle and the amount of the ejected bubbles are controlled by using an Android tablet. The human facial expressions are read by a facial expression detection system. This paper will explain the design of the bubble ejection robot and the control system which reads human facial expressions, and the experimental results of human reaction to the bubble ejection. The experimental results revealed the relationship between the soap bubble ejection and the human emotions.",N. Hasegawa; Y. Takahashi,"Dept. of Mechanical Systems Engineering, Kanagawa Institute of Technology, Atsugi city, Kanagawa Prefecture, Japan; Dept. of Mechanical Systems Engineering, Kanagawa Institute of Technology, Atsugi city, Kanagawa Prefecture, Japan",2019 20th International Conference on Research and Education in Mechatronics (REM),,2019,,,1,6,,,,,human emotion;human facial expression;bubble robot;communication robot;bubble ejection,,bubbles;emotion recognition;entertainment;face recognition;light emitting diodes;nozzles;robot vision;soaps,entertainment industries;ejection nozzle;Android tablet;entertainment value;human facial recognition;amusement robot;robot control;control system;facial expression detection system;portable bubble ejection robot;human facial expression,,,13,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=933189,Human interface using PC display with head pointing device for eating assist robot and emotional evaluation by GSR sensor,Factor table,N,User Emotion to Internal Process,Binary,2,Component,Performance,Prototype,Robotic Arm,"This paper proposes the human interface of an eating assistant robot to assist people with severe disability to gain/regain independence in eating. A spoon and a CCD camera are attached on the tip of the robotic arm. The spoon can be actuated in three orthogonal directions, and can also be rotated. The PC display indicates the image of the CCD camera and a control panel of the robot. The human interface proposed uses the PC display and a head pointing device. A user can easily control the eating assist robot by using his/her head action and a puff activated switch. This paper describes also the evaluation of user's emotion during the operation of the eating assistant robot. A galvanic skin reflex (GSR) sensor is used to detect the user's emotion. Using the experimental results of the GSR sensor, an optimal movement scheme by considering the user's emotion has been decided. The eating assistant experiments on a disabled person with cervical vertebrae damage are also described briefly.",Y. Takahashi; N. Hasegawa; K. Takahashi; T. Hatakeyama,"Dept. of Syst. Design Eng., Kanagawa Inst. of Technol., Japan; NA; NA; NA",Proceedings 2001 ICRA. IEEE International Conference on Robotics and Automation (Cat. No.01CH37164),,2001,4,,3674,3679 vol.4,,,,,,Humans;Displays;Robot sensing systems;Head;Charge coupled devices;Robot vision systems;Charge-coupled image sensors;Cameras;Switches;Galvanizing,manipulators;handicapped aids;computer vision;user interfaces;interactive systems,head pointing device;eating assistant robot;CCD camera;robotic arm;user interface;puff activated switch;galvanic skin reflex sensor;disabled person;handicapped aid,,17,8,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5332947,Human-like patient robot with chaotic emotion for injection training,Rule-based Computational Model (Chaos),N,Non-emotion stimuli to emotion output,Custom Discrete,4,Component,Performance,Prototype,Patient Robot,"In this paper, we present a system of patient robot developed with the aim at improving abilities of nursing student's medical treatment, such as injection to vein. We propose to realize variable emotion of patient robot by using chaos orbit of non-linear time-differentiation equation. To evaluate the effectiveness of the robot through actual injection training, we measure heartbeat rate of nurse student during the injection training, proving the effects of the robot's similarity to human. To make the patient robot to be self-contained for the training, we propose a 3D injector pose recognition method of patient robot to help that the robot behave autonomously along with the injection procedures of the nurse students trainings.",Yoshiro Kitagawa; Tomohito Ishikura; Wei Song; Yasushi Mae; M. Minami; Kanji Tanaka,"University of Fukui, Bunkyo3-9-1, Fukui, Japan; University of Fukui, Bunkyo3-9-1, Fukui, Japan; University of Fukui, Bunkyo3-9-1, Fukui, Japan; Osaka University, machikaneyamachou1-3, toyonaka, Japan; University of Fukui, Bunkyo3-9-1, Fukui, Japan; University of Fukui, Bunkyo3-9-1, Fukui, Japan",2009 ICCAS-SICE,,2009,,,4635,4640,,,,,Patient robot;Chaos;Variable emotion;Injector recognition,Humanoid robots;Chaos;Medical robotics;Medical services;Medical treatment;Veins;Orbital robotics;Nonlinear equations;Extraterrestrial measurements;Heart beat,biomedical education;chaos;computer based training;differentiation;emotion recognition;humanoid robots;medical computing;medical robotics;nonlinear differential equations;patient treatment;pose estimation;robot vision,human-like patient robot;chaotic emotion;injection training;nursing student;medical treatment;nonlinear time-differentiation equation;heartbeat rate;3D injector pose recognition method;robot vision,,3,4,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8491469,Human-Robot Interaction Experiment Based on Markovian Emotional Model,Markovain emotional model,Y,User emotion to emotion output,Eckman Extension,7,Core ,General Interaction,Implemented and Evaluated,NAO,"We aim to perform interactive communication by movements with the emotion to increase the affinity of interpersonal to the robot by amplifying and suppressing the human emotion. In previous research, it has been found it is necessary to have not only sympathetic but also not bored emotional behavior response model to enhance interpersonal affinity. In this paper we propose a method for emotion generation using Markovian emotional model. The Markovian emotional model is capable of modeling the state transition that takes into account the emotional preference reactions and the internal state of recognized emotion. We aim to build an emotion generation model with the interaction so that the human interest is sustained. Performing the interaction experiment by a humanoid robot, we confirmed that the improved interpersonal affinity is improved by the robot with Markovian emotional model.",Y. Maeda,"College of Information Science and Engineering, Ritsumeikan University, Kusatsu, Shiga, 525-8577, Japan",2018 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),,2018,,,1,6,,,,,Human-robot interaction;Interactive communication;Markovian emotional model;Humanoid robot,Micromechanical devices;IEC;Markov processes;Probability;Mathematical model;Humanoid robots,emotion recognition;humanoid robots;human-robot interaction,Markovian emotional model;human emotion;bored emotional behavior response model;emotional preference reactions;emotion generation model;robot interaction experiment;interpersonal affinity,,,6,,,,,IEEE,IEEE Conferences,,
https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=952719,I show you how I like you - can you read it in my face? [robotics],Rule-based Computational Model,N,Human and external to emotion output ,Eckman,6,Core ,General Interaction,Implemented and Evaluated,Lego,"We report work on a LEGO robot that displays different emotional expressions in response to physical stimulation, for the purpose of social interaction with humans. This is a first step toward our longer-term goal of exploring believable emotional exchanges to achieve plausible interaction with a simple robot. Drawing inspiration from theories of human basic emotions, we implemented several prototypical expressions in the robot's caricatured face and conducted experiments to assess the recognizability of these expressions.",L. Canamero; J. Fredslund,"Dept. of Comput. Sci., Hertfordshire Univ., Hatfield, UK; NA","IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans",,2001,31,5,454,459,,,,,,Human robot interaction;Robot sensing systems;Displays;Computer science;Emotion recognition;Prototypes;Face recognition;Psychology;Robot programming;User centered design,robots;man-machine systems;psychology;cooperative systems;robot programming;user centred design;user interfaces,LEGO robot;emotional expressions;physical stimulation;human robot interaction;facial expression;cooperative systems;psychology;robot programming;user centered design;user interfaces,,57,26,,,,,IEEE,IEEE Journals,,
